12:22:50,735 INFO SeBS-06a7: Created experiment output at /home/anou/msc-thesis/task-based-experiment/experiment-results/python/non-instrumented/501.graph-pagerank
12:22:51,100 INFO OpenWhisk.Resources-0e1a: Using user-provided configuration of storage for OpenWhisk.
12:22:51,100 INFO OpenWhisk-63c3: Using existing resource name: 8504288e.
12:22:51,102 INFO Benchmark-4749: Building benchmark 501.graph-pagerank. Reason: no cached code package.
14:01:05,198 INFO Experiment.PerfCost-4939: Processed 5810 samples out of 10000, 0 errors
14:01:15,332 INFO Experiment.PerfCost-4939: Processed 5820 samples out of 10000, 0 errors
14:01:25,488 INFO Experiment.PerfCost-4939: Processed 5830 samples out of 10000, 0 errors
14:01:35,661 INFO Experiment.PerfCost-4939: Processed 5840 samples out of 10000, 0 errors
14:01:45,787 INFO Experiment.PerfCost-4939: Processed 5850 samples out of 10000, 0 errors
14:01:55,920 INFO Experiment.PerfCost-4939: Processed 5860 samples out of 10000, 0 errors
14:02:06,67 INFO Experiment.PerfCost-4939: Processed 5870 samples out of 10000, 0 errors
14:02:16,193 INFO Experiment.PerfCost-4939: Processed 5880 samples out of 10000, 0 errors
14:02:26,446 INFO Experiment.PerfCost-4939: Processed 5890 samples out of 10000, 0 errors
14:02:36,561 INFO Experiment.PerfCost-4939: Processed 5900 samples out of 10000, 0 errors
14:02:46,676 INFO Experiment.PerfCost-4939: Processed 5910 samples out of 10000, 0 errors
14:02:56,785 INFO Experiment.PerfCost-4939: Processed 5920 samples out of 10000, 0 errors
14:03:06,895 INFO Experiment.PerfCost-4939: Processed 5930 samples out of 10000, 0 errors
14:03:17,37 INFO Experiment.PerfCost-4939: Processed 5940 samples out of 10000, 0 errors
14:03:27,213 INFO Experiment.PerfCost-4939: Processed 5950 samples out of 10000, 0 errors
14:03:37,318 INFO Experiment.PerfCost-4939: Processed 5960 samples out of 10000, 0 errors
14:03:47,455 INFO Experiment.PerfCost-4939: Processed 5970 samples out of 10000, 0 errors
14:03:57,606 INFO Experiment.PerfCost-4939: Processed 5980 samples out of 10000, 0 errors
14:04:07,732 INFO Experiment.PerfCost-4939: Processed 5990 samples out of 10000, 0 errors
14:04:17,922 INFO Experiment.PerfCost-4939: Processed 6000 samples out of 10000, 0 errors
14:04:28,42 INFO Experiment.PerfCost-4939: Processed 6010 samples out of 10000, 0 errors
14:04:38,168 INFO Experiment.PerfCost-4939: Processed 6020 samples out of 10000, 0 errors
14:04:48,285 INFO Experiment.PerfCost-4939: Processed 6030 samples out of 10000, 0 errors
14:04:58,386 INFO Experiment.PerfCost-4939: Processed 6040 samples out of 10000, 0 errors
14:05:08,534 INFO Experiment.PerfCost-4939: Processed 6050 samples out of 10000, 0 errors
14:05:18,656 INFO Experiment.PerfCost-4939: Processed 6060 samples out of 10000, 0 errors
14:05:28,798 INFO Experiment.PerfCost-4939: Processed 6070 samples out of 10000, 0 errors
14:05:38,925 INFO Experiment.PerfCost-4939: Processed 6080 samples out of 10000, 0 errors
14:05:49,43 INFO Experiment.PerfCost-4939: Processed 6090 samples out of 10000, 0 errors
14:05:59,199 INFO Experiment.PerfCost-4939: Processed 6100 samples out of 10000, 0 errors
14:06:09,348 INFO Experiment.PerfCost-4939: Processed 6110 samples out of 10000, 0 errors
14:06:19,462 INFO Experiment.PerfCost-4939: Processed 6120 samples out of 10000, 0 errors
14:06:29,629 INFO Experiment.PerfCost-4939: Processed 6130 samples out of 10000, 0 errors
14:06:39,768 INFO Experiment.PerfCost-4939: Processed 6140 samples out of 10000, 0 errors
14:06:49,939 INFO Experiment.PerfCost-4939: Processed 6150 samples out of 10000, 0 errors
14:07:00,43 INFO Experiment.PerfCost-4939: Processed 6160 samples out of 10000, 0 errors
14:07:10,228 INFO Experiment.PerfCost-4939: Processed 6170 samples out of 10000, 0 errors
14:07:20,352 INFO Experiment.PerfCost-4939: Processed 6180 samples out of 10000, 0 errors
14:07:30,489 INFO Experiment.PerfCost-4939: Processed 6190 samples out of 10000, 0 errors
14:07:40,611 INFO Experiment.PerfCost-4939: Processed 6200 samples out of 10000, 0 errors
14:07:50,745 INFO Experiment.PerfCost-4939: Processed 6210 samples out of 10000, 0 errors
14:08:00,884 INFO Experiment.PerfCost-4939: Processed 6220 samples out of 10000, 0 errors
14:08:11,24 INFO Experiment.PerfCost-4939: Processed 6230 samples out of 10000, 0 errors
14:08:21,149 INFO Experiment.PerfCost-4939: Processed 6240 samples out of 10000, 0 errors
14:08:31,300 INFO Experiment.PerfCost-4939: Processed 6250 samples out of 10000, 0 errors
14:08:41,397 INFO Experiment.PerfCost-4939: Processed 6260 samples out of 10000, 0 errors
14:08:51,525 INFO Experiment.PerfCost-4939: Processed 6270 samples out of 10000, 0 errors
14:09:01,681 INFO Experiment.PerfCost-4939: Processed 6280 samples out of 10000, 0 errors
14:09:11,803 INFO Experiment.PerfCost-4939: Processed 6290 samples out of 10000, 0 errors
14:09:22,74 INFO Experiment.PerfCost-4939: Processed 6300 samples out of 10000, 0 errors
14:09:32,198 INFO Experiment.PerfCost-4939: Processed 6310 samples out of 10000, 0 errors
14:09:42,322 INFO Experiment.PerfCost-4939: Processed 6320 samples out of 10000, 0 errors
14:09:52,438 INFO Experiment.PerfCost-4939: Processed 6330 samples out of 10000, 0 errors
14:10:02,540 INFO Experiment.PerfCost-4939: Processed 6340 samples out of 10000, 0 errors
14:10:12,677 INFO Experiment.PerfCost-4939: Processed 6350 samples out of 10000, 0 errors
14:10:22,800 INFO Experiment.PerfCost-4939: Processed 6360 samples out of 10000, 0 errors
14:10:32,946 INFO Experiment.PerfCost-4939: Processed 6370 samples out of 10000, 0 errors
14:10:43,112 INFO Experiment.PerfCost-4939: Processed 6380 samples out of 10000, 0 errors
14:10:53,242 INFO Experiment.PerfCost-4939: Processed 6390 samples out of 10000, 0 errors
14:11:03,351 INFO Experiment.PerfCost-4939: Processed 6400 samples out of 10000, 0 errors
14:11:13,483 INFO Experiment.PerfCost-4939: Processed 6410 samples out of 10000, 0 errors
14:11:23,629 INFO Experiment.PerfCost-4939: Processed 6420 samples out of 10000, 0 errors
14:11:33,735 INFO Experiment.PerfCost-4939: Processed 6430 samples out of 10000, 0 errors
14:11:43,850 INFO Experiment.PerfCost-4939: Processed 6440 samples out of 10000, 0 errors
14:11:53,984 INFO Experiment.PerfCost-4939: Processed 6450 samples out of 10000, 0 errors
14:12:04,133 INFO Experiment.PerfCost-4939: Processed 6460 samples out of 10000, 0 errors
14:12:14,251 INFO Experiment.PerfCost-4939: Processed 6470 samples out of 10000, 0 errors
14:12:24,379 INFO Experiment.PerfCost-4939: Processed 6480 samples out of 10000, 0 errors
14:12:34,514 INFO Experiment.PerfCost-4939: Processed 6490 samples out of 10000, 0 errors
14:12:44,658 INFO Experiment.PerfCost-4939: Processed 6500 samples out of 10000, 0 errors
14:12:54,789 INFO Experiment.PerfCost-4939: Processed 6510 samples out of 10000, 0 errors
14:13:04,944 INFO Experiment.PerfCost-4939: Processed 6520 samples out of 10000, 0 errors
14:13:15,58 INFO Experiment.PerfCost-4939: Processed 6530 samples out of 10000, 0 errors
14:13:25,207 INFO Experiment.PerfCost-4939: Processed 6540 samples out of 10000, 0 errors
14:13:35,349 INFO Experiment.PerfCost-4939: Processed 6550 samples out of 10000, 0 errors
14:13:45,465 INFO Experiment.PerfCost-4939: Processed 6560 samples out of 10000, 0 errors
14:13:55,605 INFO Experiment.PerfCost-4939: Processed 6570 samples out of 10000, 0 errors
14:14:05,723 INFO Experiment.PerfCost-4939: Processed 6580 samples out of 10000, 0 errors
14:14:15,847 INFO Experiment.PerfCost-4939: Processed 6590 samples out of 10000, 0 errors
14:14:26,43 INFO Experiment.PerfCost-4939: Processed 6600 samples out of 10000, 0 errors
14:14:36,181 INFO Experiment.PerfCost-4939: Processed 6610 samples out of 10000, 0 errors
14:14:46,290 INFO Experiment.PerfCost-4939: Processed 6620 samples out of 10000, 0 errors
14:14:56,411 INFO Experiment.PerfCost-4939: Processed 6630 samples out of 10000, 0 errors
14:15:06,531 INFO Experiment.PerfCost-4939: Processed 6640 samples out of 10000, 0 errors
14:15:16,705 INFO Experiment.PerfCost-4939: Processed 6650 samples out of 10000, 0 errors
14:15:26,803 INFO Experiment.PerfCost-4939: Processed 6660 samples out of 10000, 0 errors
14:15:36,923 INFO Experiment.PerfCost-4939: Processed 6670 samples out of 10000, 0 errors
14:15:47,66 INFO Experiment.PerfCost-4939: Processed 6680 samples out of 10000, 0 errors
14:15:57,195 INFO Experiment.PerfCost-4939: Processed 6690 samples out of 10000, 0 errors
14:16:07,338 INFO Experiment.PerfCost-4939: Processed 6700 samples out of 10000, 0 errors
14:16:17,477 INFO Experiment.PerfCost-4939: Processed 6710 samples out of 10000, 0 errors
14:16:27,582 INFO Experiment.PerfCost-4939: Processed 6720 samples out of 10000, 0 errors
14:16:37,708 INFO Experiment.PerfCost-4939: Processed 6730 samples out of 10000, 0 errors
14:16:47,846 INFO Experiment.PerfCost-4939: Processed 6740 samples out of 10000, 0 errors
14:16:57,965 INFO Experiment.PerfCost-4939: Processed 6750 samples out of 10000, 0 errors
14:17:08,120 INFO Experiment.PerfCost-4939: Processed 6760 samples out of 10000, 0 errors
14:17:18,236 INFO Experiment.PerfCost-4939: Processed 6770 samples out of 10000, 0 errors
14:17:28,403 INFO Experiment.PerfCost-4939: Processed 6780 samples out of 10000, 0 errors
14:17:38,558 INFO Experiment.PerfCost-4939: Processed 6790 samples out of 10000, 0 errors
14:17:48,687 INFO Experiment.PerfCost-4939: Processed 6800 samples out of 10000, 0 errors
14:17:58,816 INFO Experiment.PerfCost-4939: Processed 6810 samples out of 10000, 0 errors
14:18:08,939 INFO Experiment.PerfCost-4939: Processed 6820 samples out of 10000, 0 errors
14:18:19,82 INFO Experiment.PerfCost-4939: Processed 6830 samples out of 10000, 0 errors
14:18:29,230 INFO Experiment.PerfCost-4939: Processed 6840 samples out of 10000, 0 errors
14:18:39,331 INFO Experiment.PerfCost-4939: Processed 6850 samples out of 10000, 0 errors
14:18:49,457 INFO Experiment.PerfCost-4939: Processed 6860 samples out of 10000, 0 errors
14:18:59,606 INFO Experiment.PerfCost-4939: Processed 6870 samples out of 10000, 0 errors
14:19:09,735 INFO Experiment.PerfCost-4939: Processed 6880 samples out of 10000, 0 errors
14:19:19,895 INFO Experiment.PerfCost-4939: Processed 6890 samples out of 10000, 0 errors
14:19:30,68 INFO Experiment.PerfCost-4939: Processed 6900 samples out of 10000, 0 errors
14:19:40,197 INFO Experiment.PerfCost-4939: Processed 6910 samples out of 10000, 0 errors
14:19:50,299 INFO Experiment.PerfCost-4939: Processed 6920 samples out of 10000, 0 errors
14:20:00,422 INFO Experiment.PerfCost-4939: Processed 6930 samples out of 10000, 0 errors
14:20:10,582 INFO Experiment.PerfCost-4939: Processed 6940 samples out of 10000, 0 errors
14:20:20,701 INFO Experiment.PerfCost-4939: Processed 6950 samples out of 10000, 0 errors
14:20:30,831 INFO Experiment.PerfCost-4939: Processed 6960 samples out of 10000, 0 errors
14:20:40,972 INFO Experiment.PerfCost-4939: Processed 6970 samples out of 10000, 0 errors
14:20:51,86 INFO Experiment.PerfCost-4939: Processed 6980 samples out of 10000, 0 errors
14:21:01,239 INFO Experiment.PerfCost-4939: Processed 6990 samples out of 10000, 0 errors
14:21:11,384 INFO Experiment.PerfCost-4939: Processed 7000 samples out of 10000, 0 errors
14:21:21,541 INFO Experiment.PerfCost-4939: Processed 7010 samples out of 10000, 0 errors
14:21:31,662 INFO Experiment.PerfCost-4939: Processed 7020 samples out of 10000, 0 errors
14:21:41,773 INFO Experiment.PerfCost-4939: Processed 7030 samples out of 10000, 0 errors
14:21:51,932 INFO Experiment.PerfCost-4939: Processed 7040 samples out of 10000, 0 errors
14:22:02,60 INFO Experiment.PerfCost-4939: Processed 7050 samples out of 10000, 0 errors
14:22:12,191 INFO Experiment.PerfCost-4939: Processed 7060 samples out of 10000, 0 errors
14:22:22,334 INFO Experiment.PerfCost-4939: Processed 7070 samples out of 10000, 0 errors
14:22:32,469 INFO Experiment.PerfCost-4939: Processed 7080 samples out of 10000, 0 errors
14:22:42,609 INFO Experiment.PerfCost-4939: Processed 7090 samples out of 10000, 0 errors
14:22:52,746 INFO Experiment.PerfCost-4939: Processed 7100 samples out of 10000, 0 errors
14:23:02,908 INFO Experiment.PerfCost-4939: Processed 7110 samples out of 10000, 0 errors
14:23:13,34 INFO Experiment.PerfCost-4939: Processed 7120 samples out of 10000, 0 errors
14:23:23,181 INFO Experiment.PerfCost-4939: Processed 7130 samples out of 10000, 0 errors
14:23:33,306 INFO Experiment.PerfCost-4939: Processed 7140 samples out of 10000, 0 errors
14:23:43,441 INFO Experiment.PerfCost-4939: Processed 7150 samples out of 10000, 0 errors
14:23:53,590 INFO Experiment.PerfCost-4939: Processed 7160 samples out of 10000, 0 errors
14:24:03,767 INFO Experiment.PerfCost-4939: Processed 7170 samples out of 10000, 0 errors
14:24:13,903 INFO Experiment.PerfCost-4939: Processed 7180 samples out of 10000, 0 errors
14:24:24,23 INFO Experiment.PerfCost-4939: Processed 7190 samples out of 10000, 0 errors
14:24:34,206 INFO Experiment.PerfCost-4939: Processed 7200 samples out of 10000, 0 errors
14:24:44,323 INFO Experiment.PerfCost-4939: Processed 7210 samples out of 10000, 0 errors
14:24:54,443 INFO Experiment.PerfCost-4939: Processed 7220 samples out of 10000, 0 errors
14:25:04,577 INFO Experiment.PerfCost-4939: Processed 7230 samples out of 10000, 0 errors
14:25:14,718 INFO Experiment.PerfCost-4939: Processed 7240 samples out of 10000, 0 errors
14:25:24,835 INFO Experiment.PerfCost-4939: Processed 7250 samples out of 10000, 0 errors
14:25:34,967 INFO Experiment.PerfCost-4939: Processed 7260 samples out of 10000, 0 errors
14:25:45,93 INFO Experiment.PerfCost-4939: Processed 7270 samples out of 10000, 0 errors
14:25:55,243 INFO Experiment.PerfCost-4939: Processed 7280 samples out of 10000, 0 errors
14:26:05,362 INFO Experiment.PerfCost-4939: Processed 7290 samples out of 10000, 0 errors
14:26:15,502 INFO Experiment.PerfCost-4939: Processed 7300 samples out of 10000, 0 errors
14:26:25,648 INFO Experiment.PerfCost-4939: Processed 7310 samples out of 10000, 0 errors
14:26:35,780 INFO Experiment.PerfCost-4939: Processed 7320 samples out of 10000, 0 errors
14:26:45,918 INFO Experiment.PerfCost-4939: Processed 7330 samples out of 10000, 0 errors
14:26:56,66 INFO Experiment.PerfCost-4939: Processed 7340 samples out of 10000, 0 errors
14:27:06,184 INFO Experiment.PerfCost-4939: Processed 7350 samples out of 10000, 0 errors
14:27:16,301 INFO Experiment.PerfCost-4939: Processed 7360 samples out of 10000, 0 errors
14:27:26,426 INFO Experiment.PerfCost-4939: Processed 7370 samples out of 10000, 0 errors
14:27:36,592 INFO Experiment.PerfCost-4939: Processed 7380 samples out of 10000, 0 errors
14:27:46,789 INFO Experiment.PerfCost-4939: Processed 7390 samples out of 10000, 0 errors
14:27:56,913 INFO Experiment.PerfCost-4939: Processed 7400 samples out of 10000, 0 errors
14:28:07,74 INFO Experiment.PerfCost-4939: Processed 7410 samples out of 10000, 0 errors
14:28:17,199 INFO Experiment.PerfCost-4939: Processed 7420 samples out of 10000, 0 errors
14:28:27,317 INFO Experiment.PerfCost-4939: Processed 7430 samples out of 10000, 0 errors
14:28:37,445 INFO Experiment.PerfCost-4939: Processed 7440 samples out of 10000, 0 errors
14:28:47,581 INFO Experiment.PerfCost-4939: Processed 7450 samples out of 10000, 0 errors
14:28:57,722 INFO Experiment.PerfCost-4939: Processed 7460 samples out of 10000, 0 errors
14:29:07,845 INFO Experiment.PerfCost-4939: Processed 7470 samples out of 10000, 0 errors
14:29:17,996 INFO Experiment.PerfCost-4939: Processed 7480 samples out of 10000, 0 errors
14:29:28,126 INFO Experiment.PerfCost-4939: Processed 7490 samples out of 10000, 0 errors
14:29:38,313 INFO Experiment.PerfCost-4939: Processed 7500 samples out of 10000, 0 errors
14:29:48,420 INFO Experiment.PerfCost-4939: Processed 7510 samples out of 10000, 0 errors
14:29:58,525 INFO Experiment.PerfCost-4939: Processed 7520 samples out of 10000, 0 errors
14:30:08,655 INFO Experiment.PerfCost-4939: Processed 7530 samples out of 10000, 0 errors
14:30:18,772 INFO Experiment.PerfCost-4939: Processed 7540 samples out of 10000, 0 errors
14:30:28,948 INFO Experiment.PerfCost-4939: Processed 7550 samples out of 10000, 0 errors
14:30:39,73 INFO Experiment.PerfCost-4939: Processed 7560 samples out of 10000, 0 errors
14:30:49,206 INFO Experiment.PerfCost-4939: Processed 7570 samples out of 10000, 0 errors
14:30:59,356 INFO Experiment.PerfCost-4939: Processed 7580 samples out of 10000, 0 errors
14:31:09,495 INFO Experiment.PerfCost-4939: Processed 7590 samples out of 10000, 0 errors
14:31:19,623 INFO Experiment.PerfCost-4939: Processed 7600 samples out of 10000, 0 errors
14:31:29,712 INFO Experiment.PerfCost-4939: Processed 7610 samples out of 10000, 0 errors
14:31:39,868 INFO Experiment.PerfCost-4939: Processed 7620 samples out of 10000, 0 errors
14:31:50,12 INFO Experiment.PerfCost-4939: Processed 7630 samples out of 10000, 0 errors
14:32:00,155 INFO Experiment.PerfCost-4939: Processed 7640 samples out of 10000, 0 errors
14:32:10,310 INFO Experiment.PerfCost-4939: Processed 7650 samples out of 10000, 0 errors
14:32:20,453 INFO Experiment.PerfCost-4939: Processed 7660 samples out of 10000, 0 errors
14:32:30,570 INFO Experiment.PerfCost-4939: Processed 7670 samples out of 10000, 0 errors
14:32:40,706 INFO Experiment.PerfCost-4939: Processed 7680 samples out of 10000, 0 errors
14:32:50,860 INFO Experiment.PerfCost-4939: Processed 7690 samples out of 10000, 0 errors
14:33:00,973 INFO Experiment.PerfCost-4939: Processed 7700 samples out of 10000, 0 errors
14:33:11,121 INFO Experiment.PerfCost-4939: Processed 7710 samples out of 10000, 0 errors
14:33:21,235 INFO Experiment.PerfCost-4939: Processed 7720 samples out of 10000, 0 errors
14:33:31,342 INFO Experiment.PerfCost-4939: Processed 7730 samples out of 10000, 0 errors
14:33:41,487 INFO Experiment.PerfCost-4939: Processed 7740 samples out of 10000, 0 errors
14:33:51,643 INFO Experiment.PerfCost-4939: Processed 7750 samples out of 10000, 0 errors
14:34:01,749 INFO Experiment.PerfCost-4939: Processed 7760 samples out of 10000, 0 errors
14:34:11,883 INFO Experiment.PerfCost-4939: Processed 7770 samples out of 10000, 0 errors
14:34:22,14 INFO Experiment.PerfCost-4939: Processed 7780 samples out of 10000, 0 errors
14:34:32,165 INFO Experiment.PerfCost-4939: Processed 7790 samples out of 10000, 0 errors
14:34:42,312 INFO Experiment.PerfCost-4939: Processed 7800 samples out of 10000, 0 errors
14:34:52,455 INFO Experiment.PerfCost-4939: Processed 7810 samples out of 10000, 0 errors
14:35:02,593 INFO Experiment.PerfCost-4939: Processed 7820 samples out of 10000, 0 errors
14:35:12,710 INFO Experiment.PerfCost-4939: Processed 7830 samples out of 10000, 0 errors
14:35:22,849 INFO Experiment.PerfCost-4939: Processed 7840 samples out of 10000, 0 errors
14:35:32,956 INFO Experiment.PerfCost-4939: Processed 7850 samples out of 10000, 0 errors
14:35:43,108 INFO Experiment.PerfCost-4939: Processed 7860 samples out of 10000, 0 errors
14:35:53,277 INFO Experiment.PerfCost-4939: Processed 7870 samples out of 10000, 0 errors
14:36:03,385 INFO Experiment.PerfCost-4939: Processed 7880 samples out of 10000, 0 errors
14:36:13,538 INFO Experiment.PerfCost-4939: Processed 7890 samples out of 10000, 0 errors
14:36:23,676 INFO Experiment.PerfCost-4939: Processed 7900 samples out of 10000, 0 errors
14:36:33,786 INFO Experiment.PerfCost-4939: Processed 7910 samples out of 10000, 0 errors
14:36:43,873 INFO Experiment.PerfCost-4939: Processed 7920 samples out of 10000, 0 errors
14:36:54,42 INFO Experiment.PerfCost-4939: Processed 7930 samples out of 10000, 0 errors
14:37:04,178 INFO Experiment.PerfCost-4939: Processed 7940 samples out of 10000, 0 errors
14:37:14,285 INFO Experiment.PerfCost-4939: Processed 7950 samples out of 10000, 0 errors
14:37:24,427 INFO Experiment.PerfCost-4939: Processed 7960 samples out of 10000, 0 errors
14:37:34,542 INFO Experiment.PerfCost-4939: Processed 7970 samples out of 10000, 0 errors
14:37:44,657 INFO Experiment.PerfCost-4939: Processed 7980 samples out of 10000, 0 errors
14:37:54,809 INFO Experiment.PerfCost-4939: Processed 7990 samples out of 10000, 0 errors
14:38:04,934 INFO Experiment.PerfCost-4939: Processed 8000 samples out of 10000, 0 errors
14:38:15,73 INFO Experiment.PerfCost-4939: Processed 8010 samples out of 10000, 0 errors
14:38:25,207 INFO Experiment.PerfCost-4939: Processed 8020 samples out of 10000, 0 errors
14:38:35,323 INFO Experiment.PerfCost-4939: Processed 8030 samples out of 10000, 0 errors
14:38:45,460 INFO Experiment.PerfCost-4939: Processed 8040 samples out of 10000, 0 errors
14:38:55,612 INFO Experiment.PerfCost-4939: Processed 8050 samples out of 10000, 0 errors
14:39:05,722 INFO Experiment.PerfCost-4939: Processed 8060 samples out of 10000, 0 errors
14:39:15,894 INFO Experiment.PerfCost-4939: Processed 8070 samples out of 10000, 0 errors
14:39:26,17 INFO Experiment.PerfCost-4939: Processed 8080 samples out of 10000, 0 errors
14:39:36,145 INFO Experiment.PerfCost-4939: Processed 8090 samples out of 10000, 0 errors
14:39:46,314 INFO Experiment.PerfCost-4939: Processed 8100 samples out of 10000, 0 errors
14:39:56,446 INFO Experiment.PerfCost-4939: Processed 8110 samples out of 10000, 0 errors
14:40:06,572 INFO Experiment.PerfCost-4939: Processed 8120 samples out of 10000, 0 errors
14:40:16,727 INFO Experiment.PerfCost-4939: Processed 8130 samples out of 10000, 0 errors
14:40:26,853 INFO Experiment.PerfCost-4939: Processed 8140 samples out of 10000, 0 errors
14:40:36,993 INFO Experiment.PerfCost-4939: Processed 8150 samples out of 10000, 0 errors
14:40:47,139 INFO Experiment.PerfCost-4939: Processed 8160 samples out of 10000, 0 errors
14:40:57,267 INFO Experiment.PerfCost-4939: Processed 8170 samples out of 10000, 0 errors
14:41:07,392 INFO Experiment.PerfCost-4939: Processed 8180 samples out of 10000, 0 errors
14:41:17,545 INFO Experiment.PerfCost-4939: Processed 8190 samples out of 10000, 0 errors
14:41:27,669 INFO Experiment.PerfCost-4939: Processed 8200 samples out of 10000, 0 errors
14:41:37,815 INFO Experiment.PerfCost-4939: Processed 8210 samples out of 10000, 0 errors
14:41:47,939 INFO Experiment.PerfCost-4939: Processed 8220 samples out of 10000, 0 errors
14:41:58,75 INFO Experiment.PerfCost-4939: Processed 8230 samples out of 10000, 0 errors
14:42:08,204 INFO Experiment.PerfCost-4939: Processed 8240 samples out of 10000, 0 errors
14:42:18,324 INFO Experiment.PerfCost-4939: Processed 8250 samples out of 10000, 0 errors
14:42:28,446 INFO Experiment.PerfCost-4939: Processed 8260 samples out of 10000, 0 errors
14:42:38,562 INFO Experiment.PerfCost-4939: Processed 8270 samples out of 10000, 0 errors
14:42:48,690 INFO Experiment.PerfCost-4939: Processed 8280 samples out of 10000, 0 errors
14:42:58,814 INFO Experiment.PerfCost-4939: Processed 8290 samples out of 10000, 0 errors
14:43:08,925 INFO Experiment.PerfCost-4939: Processed 8300 samples out of 10000, 0 errors
14:43:19,68 INFO Experiment.PerfCost-4939: Processed 8310 samples out of 10000, 0 errors
14:43:29,235 INFO Experiment.PerfCost-4939: Processed 8320 samples out of 10000, 0 errors
14:43:39,359 INFO Experiment.PerfCost-4939: Processed 8330 samples out of 10000, 0 errors
14:43:49,498 INFO Experiment.PerfCost-4939: Processed 8340 samples out of 10000, 0 errors
14:43:59,660 INFO Experiment.PerfCost-4939: Processed 8350 samples out of 10000, 0 errors
14:44:09,798 INFO Experiment.PerfCost-4939: Processed 8360 samples out of 10000, 0 errors
14:44:19,954 INFO Experiment.PerfCost-4939: Processed 8370 samples out of 10000, 0 errors
14:44:30,80 INFO Experiment.PerfCost-4939: Processed 8380 samples out of 10000, 0 errors
14:44:40,207 INFO Experiment.PerfCost-4939: Processed 8390 samples out of 10000, 0 errors
14:44:50,350 INFO Experiment.PerfCost-4939: Processed 8400 samples out of 10000, 0 errors
14:45:00,470 INFO Experiment.PerfCost-4939: Processed 8410 samples out of 10000, 0 errors
14:45:10,583 INFO Experiment.PerfCost-4939: Processed 8420 samples out of 10000, 0 errors
14:45:20,723 INFO Experiment.PerfCost-4939: Processed 8430 samples out of 10000, 0 errors
14:45:30,845 INFO Experiment.PerfCost-4939: Processed 8440 samples out of 10000, 0 errors
14:45:40,978 INFO Experiment.PerfCost-4939: Processed 8450 samples out of 10000, 0 errors
14:45:51,98 INFO Experiment.PerfCost-4939: Processed 8460 samples out of 10000, 0 errors
14:46:01,210 INFO Experiment.PerfCost-4939: Processed 8470 samples out of 10000, 0 errors
14:46:11,346 INFO Experiment.PerfCost-4939: Processed 8480 samples out of 10000, 0 errors
14:46:21,473 INFO Experiment.PerfCost-4939: Processed 8490 samples out of 10000, 0 errors
14:46:31,636 INFO Experiment.PerfCost-4939: Processed 8500 samples out of 10000, 0 errors
14:46:41,757 INFO Experiment.PerfCost-4939: Processed 8510 samples out of 10000, 0 errors
14:46:51,870 INFO Experiment.PerfCost-4939: Processed 8520 samples out of 10000, 0 errors
14:47:02,25 INFO Experiment.PerfCost-4939: Processed 8530 samples out of 10000, 0 errors
14:47:12,161 INFO Experiment.PerfCost-4939: Processed 8540 samples out of 10000, 0 errors
14:47:22,272 INFO Experiment.PerfCost-4939: Processed 8550 samples out of 10000, 0 errors
14:47:32,421 INFO Experiment.PerfCost-4939: Processed 8560 samples out of 10000, 0 errors
14:47:42,553 INFO Experiment.PerfCost-4939: Processed 8570 samples out of 10000, 0 errors
14:47:52,709 INFO Experiment.PerfCost-4939: Processed 8580 samples out of 10000, 0 errors
14:48:02,818 INFO Experiment.PerfCost-4939: Processed 8590 samples out of 10000, 0 errors
14:48:12,956 INFO Experiment.PerfCost-4939: Processed 8600 samples out of 10000, 0 errors
14:48:23,142 INFO Experiment.PerfCost-4939: Processed 8610 samples out of 10000, 0 errors
14:48:33,262 INFO Experiment.PerfCost-4939: Processed 8620 samples out of 10000, 0 errors
14:48:43,376 INFO Experiment.PerfCost-4939: Processed 8630 samples out of 10000, 0 errors
14:48:53,507 INFO Experiment.PerfCost-4939: Processed 8640 samples out of 10000, 0 errors
14:49:03,621 INFO Experiment.PerfCost-4939: Processed 8650 samples out of 10000, 0 errors
14:49:13,758 INFO Experiment.PerfCost-4939: Processed 8660 samples out of 10000, 0 errors
14:49:23,890 INFO Experiment.PerfCost-4939: Processed 8670 samples out of 10000, 0 errors
14:49:34,11 INFO Experiment.PerfCost-4939: Processed 8680 samples out of 10000, 0 errors
14:49:44,149 INFO Experiment.PerfCost-4939: Processed 8690 samples out of 10000, 0 errors
14:49:54,362 INFO Experiment.PerfCost-4939: Processed 8700 samples out of 10000, 0 errors
14:50:04,497 INFO Experiment.PerfCost-4939: Processed 8710 samples out of 10000, 0 errors
14:50:14,635 INFO Experiment.PerfCost-4939: Processed 8720 samples out of 10000, 0 errors
14:50:24,774 INFO Experiment.PerfCost-4939: Processed 8730 samples out of 10000, 0 errors
14:50:34,902 INFO Experiment.PerfCost-4939: Processed 8740 samples out of 10000, 0 errors
14:50:45,34 INFO Experiment.PerfCost-4939: Processed 8750 samples out of 10000, 0 errors
14:50:55,177 INFO Experiment.PerfCost-4939: Processed 8760 samples out of 10000, 0 errors
14:51:05,329 INFO Experiment.PerfCost-4939: Processed 8770 samples out of 10000, 0 errors
14:51:15,449 INFO Experiment.PerfCost-4939: Processed 8780 samples out of 10000, 0 errors
14:51:25,543 INFO Experiment.PerfCost-4939: Processed 8790 samples out of 10000, 0 errors
