21:57:20,504 INFO SeBS-452e: Created experiment output at /home/anou/msc-thesis/task-based-experiment/experiment-results/nodejs/non-instrumented/210.thumbnailer
21:57:20,844 INFO OpenWhisk.Resources-ff0d: Using user-provided configuration of storage for OpenWhisk.
21:57:20,844 INFO OpenWhisk-fbcc: Using existing resource name: 91d37410.
21:57:20,933 INFO Benchmark-49a8: Building benchmark 210.thumbnailer. Reason: no cached code package.
23:37:48,608 INFO Experiment.PerfCost-0454: Processed 5800 samples out of 10000, 0 errors
23:37:59,24 INFO Experiment.PerfCost-0454: Processed 5810 samples out of 10000, 0 errors
23:38:09,378 INFO Experiment.PerfCost-0454: Processed 5820 samples out of 10000, 0 errors
23:38:19,734 INFO Experiment.PerfCost-0454: Processed 5830 samples out of 10000, 0 errors
23:38:30,100 INFO Experiment.PerfCost-0454: Processed 5840 samples out of 10000, 0 errors
23:38:40,458 INFO Experiment.PerfCost-0454: Processed 5850 samples out of 10000, 0 errors
23:38:50,862 INFO Experiment.PerfCost-0454: Processed 5860 samples out of 10000, 0 errors
23:39:01,207 INFO Experiment.PerfCost-0454: Processed 5870 samples out of 10000, 0 errors
23:39:11,593 INFO Experiment.PerfCost-0454: Processed 5880 samples out of 10000, 0 errors
23:39:21,939 INFO Experiment.PerfCost-0454: Processed 5890 samples out of 10000, 0 errors
23:39:32,290 INFO Experiment.PerfCost-0454: Processed 5900 samples out of 10000, 0 errors
23:39:42,654 INFO Experiment.PerfCost-0454: Processed 5910 samples out of 10000, 0 errors
23:39:53,13 INFO Experiment.PerfCost-0454: Processed 5920 samples out of 10000, 0 errors
23:40:03,378 INFO Experiment.PerfCost-0454: Processed 5930 samples out of 10000, 0 errors
23:40:13,723 INFO Experiment.PerfCost-0454: Processed 5940 samples out of 10000, 0 errors
23:40:24,157 INFO Experiment.PerfCost-0454: Processed 5950 samples out of 10000, 0 errors
23:40:34,524 INFO Experiment.PerfCost-0454: Processed 5960 samples out of 10000, 0 errors
23:40:44,868 INFO Experiment.PerfCost-0454: Processed 5970 samples out of 10000, 0 errors
23:40:55,213 INFO Experiment.PerfCost-0454: Processed 5980 samples out of 10000, 0 errors
23:41:05,560 INFO Experiment.PerfCost-0454: Processed 5990 samples out of 10000, 0 errors
23:41:15,913 INFO Experiment.PerfCost-0454: Processed 6000 samples out of 10000, 0 errors
23:41:26,257 INFO Experiment.PerfCost-0454: Processed 6010 samples out of 10000, 0 errors
23:41:36,625 INFO Experiment.PerfCost-0454: Processed 6020 samples out of 10000, 0 errors
23:41:46,983 INFO Experiment.PerfCost-0454: Processed 6030 samples out of 10000, 0 errors
23:41:57,349 INFO Experiment.PerfCost-0454: Processed 6040 samples out of 10000, 0 errors
23:42:07,711 INFO Experiment.PerfCost-0454: Processed 6050 samples out of 10000, 0 errors
23:42:18,80 INFO Experiment.PerfCost-0454: Processed 6060 samples out of 10000, 0 errors
23:42:28,460 INFO Experiment.PerfCost-0454: Processed 6070 samples out of 10000, 0 errors
23:42:38,826 INFO Experiment.PerfCost-0454: Processed 6080 samples out of 10000, 0 errors
23:42:49,157 INFO Experiment.PerfCost-0454: Processed 6090 samples out of 10000, 0 errors
23:42:59,509 INFO Experiment.PerfCost-0454: Processed 6100 samples out of 10000, 0 errors
23:43:09,864 INFO Experiment.PerfCost-0454: Processed 6110 samples out of 10000, 0 errors
23:43:20,208 INFO Experiment.PerfCost-0454: Processed 6120 samples out of 10000, 0 errors
23:43:30,543 INFO Experiment.PerfCost-0454: Processed 6130 samples out of 10000, 0 errors
23:43:40,920 INFO Experiment.PerfCost-0454: Processed 6140 samples out of 10000, 0 errors
23:43:51,294 INFO Experiment.PerfCost-0454: Processed 6150 samples out of 10000, 0 errors
23:44:01,653 INFO Experiment.PerfCost-0454: Processed 6160 samples out of 10000, 0 errors
23:44:12,5 INFO Experiment.PerfCost-0454: Processed 6170 samples out of 10000, 0 errors
23:44:22,373 INFO Experiment.PerfCost-0454: Processed 6180 samples out of 10000, 0 errors
23:44:32,726 INFO Experiment.PerfCost-0454: Processed 6190 samples out of 10000, 0 errors
23:44:43,61 INFO Experiment.PerfCost-0454: Processed 6200 samples out of 10000, 0 errors
23:44:53,413 INFO Experiment.PerfCost-0454: Processed 6210 samples out of 10000, 0 errors
23:45:03,777 INFO Experiment.PerfCost-0454: Processed 6220 samples out of 10000, 0 errors
23:45:14,126 INFO Experiment.PerfCost-0454: Processed 6230 samples out of 10000, 0 errors
23:45:24,461 INFO Experiment.PerfCost-0454: Processed 6240 samples out of 10000, 0 errors
23:45:34,814 INFO Experiment.PerfCost-0454: Processed 6250 samples out of 10000, 0 errors
23:45:45,188 INFO Experiment.PerfCost-0454: Processed 6260 samples out of 10000, 0 errors
23:45:55,555 INFO Experiment.PerfCost-0454: Processed 6270 samples out of 10000, 0 errors
23:46:05,920 INFO Experiment.PerfCost-0454: Processed 6280 samples out of 10000, 0 errors
23:46:16,264 INFO Experiment.PerfCost-0454: Processed 6290 samples out of 10000, 0 errors
23:46:26,630 INFO Experiment.PerfCost-0454: Processed 6300 samples out of 10000, 0 errors
23:46:36,988 INFO Experiment.PerfCost-0454: Processed 6310 samples out of 10000, 0 errors
23:46:47,365 INFO Experiment.PerfCost-0454: Processed 6320 samples out of 10000, 0 errors
23:46:57,713 INFO Experiment.PerfCost-0454: Processed 6330 samples out of 10000, 0 errors
23:47:08,201 INFO Experiment.PerfCost-0454: Processed 6340 samples out of 10000, 0 errors
23:47:18,581 INFO Experiment.PerfCost-0454: Processed 6350 samples out of 10000, 0 errors
23:47:28,946 INFO Experiment.PerfCost-0454: Processed 6360 samples out of 10000, 0 errors
23:47:39,345 INFO Experiment.PerfCost-0454: Processed 6370 samples out of 10000, 0 errors
23:47:49,706 INFO Experiment.PerfCost-0454: Processed 6380 samples out of 10000, 0 errors
23:48:00,94 INFO Experiment.PerfCost-0454: Processed 6390 samples out of 10000, 0 errors
23:48:10,485 INFO Experiment.PerfCost-0454: Processed 6400 samples out of 10000, 0 errors
23:48:20,833 INFO Experiment.PerfCost-0454: Processed 6410 samples out of 10000, 0 errors
23:48:31,178 INFO Experiment.PerfCost-0454: Processed 6420 samples out of 10000, 0 errors
23:48:41,535 INFO Experiment.PerfCost-0454: Processed 6430 samples out of 10000, 0 errors
23:48:51,920 INFO Experiment.PerfCost-0454: Processed 6440 samples out of 10000, 0 errors
23:49:02,289 INFO Experiment.PerfCost-0454: Processed 6450 samples out of 10000, 0 errors
23:49:12,670 INFO Experiment.PerfCost-0454: Processed 6460 samples out of 10000, 0 errors
23:49:23,36 INFO Experiment.PerfCost-0454: Processed 6470 samples out of 10000, 0 errors
23:49:33,398 INFO Experiment.PerfCost-0454: Processed 6480 samples out of 10000, 0 errors
23:49:43,747 INFO Experiment.PerfCost-0454: Processed 6490 samples out of 10000, 0 errors
23:49:54,115 INFO Experiment.PerfCost-0454: Processed 6500 samples out of 10000, 0 errors
23:50:04,468 INFO Experiment.PerfCost-0454: Processed 6510 samples out of 10000, 0 errors
23:50:14,823 INFO Experiment.PerfCost-0454: Processed 6520 samples out of 10000, 0 errors
23:50:25,164 INFO Experiment.PerfCost-0454: Processed 6530 samples out of 10000, 0 errors
23:50:35,527 INFO Experiment.PerfCost-0454: Processed 6540 samples out of 10000, 0 errors
23:50:45,908 INFO Experiment.PerfCost-0454: Processed 6550 samples out of 10000, 0 errors
23:50:56,261 INFO Experiment.PerfCost-0454: Processed 6560 samples out of 10000, 0 errors
23:51:06,621 INFO Experiment.PerfCost-0454: Processed 6570 samples out of 10000, 0 errors
23:51:17,4 INFO Experiment.PerfCost-0454: Processed 6580 samples out of 10000, 0 errors
23:51:27,374 INFO Experiment.PerfCost-0454: Processed 6590 samples out of 10000, 0 errors
23:51:37,746 INFO Experiment.PerfCost-0454: Processed 6600 samples out of 10000, 0 errors
23:51:48,85 INFO Experiment.PerfCost-0454: Processed 6610 samples out of 10000, 0 errors
23:51:58,464 INFO Experiment.PerfCost-0454: Processed 6620 samples out of 10000, 0 errors
23:52:08,838 INFO Experiment.PerfCost-0454: Processed 6630 samples out of 10000, 0 errors
23:52:19,179 INFO Experiment.PerfCost-0454: Processed 6640 samples out of 10000, 0 errors
23:52:29,545 INFO Experiment.PerfCost-0454: Processed 6650 samples out of 10000, 0 errors
23:52:39,907 INFO Experiment.PerfCost-0454: Processed 6660 samples out of 10000, 0 errors
23:52:50,267 INFO Experiment.PerfCost-0454: Processed 6670 samples out of 10000, 0 errors
23:53:00,656 INFO Experiment.PerfCost-0454: Processed 6680 samples out of 10000, 0 errors
23:53:11,21 INFO Experiment.PerfCost-0454: Processed 6690 samples out of 10000, 0 errors
23:53:21,373 INFO Experiment.PerfCost-0454: Processed 6700 samples out of 10000, 0 errors
23:53:31,741 INFO Experiment.PerfCost-0454: Processed 6710 samples out of 10000, 0 errors
23:53:42,97 INFO Experiment.PerfCost-0454: Processed 6720 samples out of 10000, 0 errors
23:53:52,469 INFO Experiment.PerfCost-0454: Processed 6730 samples out of 10000, 0 errors
23:54:02,825 INFO Experiment.PerfCost-0454: Processed 6740 samples out of 10000, 0 errors
23:54:13,177 INFO Experiment.PerfCost-0454: Processed 6750 samples out of 10000, 0 errors
23:54:23,544 INFO Experiment.PerfCost-0454: Processed 6760 samples out of 10000, 0 errors
23:54:33,897 INFO Experiment.PerfCost-0454: Processed 6770 samples out of 10000, 0 errors
23:54:44,268 INFO Experiment.PerfCost-0454: Processed 6780 samples out of 10000, 0 errors
23:54:54,628 INFO Experiment.PerfCost-0454: Processed 6790 samples out of 10000, 0 errors
23:55:05,3 INFO Experiment.PerfCost-0454: Processed 6800 samples out of 10000, 0 errors
23:55:15,374 INFO Experiment.PerfCost-0454: Processed 6810 samples out of 10000, 0 errors
23:55:25,731 INFO Experiment.PerfCost-0454: Processed 6820 samples out of 10000, 0 errors
23:55:36,140 INFO Experiment.PerfCost-0454: Processed 6830 samples out of 10000, 0 errors
23:55:46,484 INFO Experiment.PerfCost-0454: Processed 6840 samples out of 10000, 0 errors
23:55:56,843 INFO Experiment.PerfCost-0454: Processed 6850 samples out of 10000, 0 errors
23:56:07,203 INFO Experiment.PerfCost-0454: Processed 6860 samples out of 10000, 0 errors
23:56:17,532 INFO Experiment.PerfCost-0454: Processed 6870 samples out of 10000, 0 errors
23:56:27,902 INFO Experiment.PerfCost-0454: Processed 6880 samples out of 10000, 0 errors
23:56:38,306 INFO Experiment.PerfCost-0454: Processed 6890 samples out of 10000, 0 errors
23:56:48,654 INFO Experiment.PerfCost-0454: Processed 6900 samples out of 10000, 0 errors
23:56:59,15 INFO Experiment.PerfCost-0454: Processed 6910 samples out of 10000, 0 errors
23:57:09,391 INFO Experiment.PerfCost-0454: Processed 6920 samples out of 10000, 0 errors
23:57:19,729 INFO Experiment.PerfCost-0454: Processed 6930 samples out of 10000, 0 errors
23:57:30,92 INFO Experiment.PerfCost-0454: Processed 6940 samples out of 10000, 0 errors
23:57:40,427 INFO Experiment.PerfCost-0454: Processed 6950 samples out of 10000, 0 errors
23:57:50,823 INFO Experiment.PerfCost-0454: Processed 6960 samples out of 10000, 0 errors
23:58:01,211 INFO Experiment.PerfCost-0454: Processed 6970 samples out of 10000, 0 errors
23:58:11,568 INFO Experiment.PerfCost-0454: Processed 6980 samples out of 10000, 0 errors
23:58:21,950 INFO Experiment.PerfCost-0454: Processed 6990 samples out of 10000, 0 errors
23:58:32,300 INFO Experiment.PerfCost-0454: Processed 7000 samples out of 10000, 0 errors
23:58:42,644 INFO Experiment.PerfCost-0454: Processed 7010 samples out of 10000, 0 errors
23:58:53,24 INFO Experiment.PerfCost-0454: Processed 7020 samples out of 10000, 0 errors
23:59:03,386 INFO Experiment.PerfCost-0454: Processed 7030 samples out of 10000, 0 errors
23:59:13,737 INFO Experiment.PerfCost-0454: Processed 7040 samples out of 10000, 0 errors
23:59:24,122 INFO Experiment.PerfCost-0454: Processed 7050 samples out of 10000, 0 errors
23:59:34,476 INFO Experiment.PerfCost-0454: Processed 7060 samples out of 10000, 0 errors
23:59:44,839 INFO Experiment.PerfCost-0454: Processed 7070 samples out of 10000, 0 errors
23:59:55,195 INFO Experiment.PerfCost-0454: Processed 7080 samples out of 10000, 0 errors
00:00:05,554 INFO Experiment.PerfCost-0454: Processed 7090 samples out of 10000, 0 errors
00:00:15,914 INFO Experiment.PerfCost-0454: Processed 7100 samples out of 10000, 0 errors
00:00:26,249 INFO Experiment.PerfCost-0454: Processed 7110 samples out of 10000, 0 errors
00:00:36,598 INFO Experiment.PerfCost-0454: Processed 7120 samples out of 10000, 0 errors
00:00:46,980 INFO Experiment.PerfCost-0454: Processed 7130 samples out of 10000, 0 errors
00:00:57,366 INFO Experiment.PerfCost-0454: Processed 7140 samples out of 10000, 0 errors
00:01:07,707 INFO Experiment.PerfCost-0454: Processed 7150 samples out of 10000, 0 errors
00:01:18,64 INFO Experiment.PerfCost-0454: Processed 7160 samples out of 10000, 0 errors
00:01:28,448 INFO Experiment.PerfCost-0454: Processed 7170 samples out of 10000, 0 errors
00:01:38,798 INFO Experiment.PerfCost-0454: Processed 7180 samples out of 10000, 0 errors
00:01:49,161 INFO Experiment.PerfCost-0454: Processed 7190 samples out of 10000, 0 errors
00:01:59,517 INFO Experiment.PerfCost-0454: Processed 7200 samples out of 10000, 0 errors
00:02:09,884 INFO Experiment.PerfCost-0454: Processed 7210 samples out of 10000, 0 errors
00:02:20,244 INFO Experiment.PerfCost-0454: Processed 7220 samples out of 10000, 0 errors
00:02:30,612 INFO Experiment.PerfCost-0454: Processed 7230 samples out of 10000, 0 errors
00:02:40,978 INFO Experiment.PerfCost-0454: Processed 7240 samples out of 10000, 0 errors
00:02:51,366 INFO Experiment.PerfCost-0454: Processed 7250 samples out of 10000, 0 errors
00:03:01,730 INFO Experiment.PerfCost-0454: Processed 7260 samples out of 10000, 0 errors
00:03:12,147 INFO Experiment.PerfCost-0454: Processed 7270 samples out of 10000, 0 errors
00:03:22,499 INFO Experiment.PerfCost-0454: Processed 7280 samples out of 10000, 0 errors
00:03:32,879 INFO Experiment.PerfCost-0454: Processed 7290 samples out of 10000, 0 errors
00:03:43,231 INFO Experiment.PerfCost-0454: Processed 7300 samples out of 10000, 0 errors
00:03:53,601 INFO Experiment.PerfCost-0454: Processed 7310 samples out of 10000, 0 errors
00:04:03,933 INFO Experiment.PerfCost-0454: Processed 7320 samples out of 10000, 0 errors
00:04:14,292 INFO Experiment.PerfCost-0454: Processed 7330 samples out of 10000, 0 errors
00:04:24,638 INFO Experiment.PerfCost-0454: Processed 7340 samples out of 10000, 0 errors
00:04:35,9 INFO Experiment.PerfCost-0454: Processed 7350 samples out of 10000, 0 errors
00:04:45,404 INFO Experiment.PerfCost-0454: Processed 7360 samples out of 10000, 0 errors
00:04:55,765 INFO Experiment.PerfCost-0454: Processed 7370 samples out of 10000, 0 errors
00:05:06,128 INFO Experiment.PerfCost-0454: Processed 7380 samples out of 10000, 0 errors
00:05:16,493 INFO Experiment.PerfCost-0454: Processed 7390 samples out of 10000, 0 errors
00:05:26,867 INFO Experiment.PerfCost-0454: Processed 7400 samples out of 10000, 0 errors
00:05:37,234 INFO Experiment.PerfCost-0454: Processed 7410 samples out of 10000, 0 errors
00:05:47,582 INFO Experiment.PerfCost-0454: Processed 7420 samples out of 10000, 0 errors
00:05:57,926 INFO Experiment.PerfCost-0454: Processed 7430 samples out of 10000, 0 errors
00:06:08,300 INFO Experiment.PerfCost-0454: Processed 7440 samples out of 10000, 0 errors
00:06:18,659 INFO Experiment.PerfCost-0454: Processed 7450 samples out of 10000, 0 errors
00:06:29,22 INFO Experiment.PerfCost-0454: Processed 7460 samples out of 10000, 0 errors
00:06:39,402 INFO Experiment.PerfCost-0454: Processed 7470 samples out of 10000, 0 errors
00:06:49,742 INFO Experiment.PerfCost-0454: Processed 7480 samples out of 10000, 0 errors
00:07:00,119 INFO Experiment.PerfCost-0454: Processed 7490 samples out of 10000, 0 errors
00:07:10,480 INFO Experiment.PerfCost-0454: Processed 7500 samples out of 10000, 0 errors
00:07:20,847 INFO Experiment.PerfCost-0454: Processed 7510 samples out of 10000, 0 errors
00:07:31,205 INFO Experiment.PerfCost-0454: Processed 7520 samples out of 10000, 0 errors
00:07:41,551 INFO Experiment.PerfCost-0454: Processed 7530 samples out of 10000, 0 errors
00:07:51,899 INFO Experiment.PerfCost-0454: Processed 7540 samples out of 10000, 0 errors
00:08:02,249 INFO Experiment.PerfCost-0454: Processed 7550 samples out of 10000, 0 errors
00:08:12,591 INFO Experiment.PerfCost-0454: Processed 7560 samples out of 10000, 0 errors
00:08:22,956 INFO Experiment.PerfCost-0454: Processed 7570 samples out of 10000, 0 errors
00:08:33,297 INFO Experiment.PerfCost-0454: Processed 7580 samples out of 10000, 0 errors
00:08:43,654 INFO Experiment.PerfCost-0454: Processed 7590 samples out of 10000, 0 errors
00:08:54,39 INFO Experiment.PerfCost-0454: Processed 7600 samples out of 10000, 0 errors
00:09:04,415 INFO Experiment.PerfCost-0454: Processed 7610 samples out of 10000, 0 errors
00:09:14,768 INFO Experiment.PerfCost-0454: Processed 7620 samples out of 10000, 0 errors
00:09:25,139 INFO Experiment.PerfCost-0454: Processed 7630 samples out of 10000, 0 errors
00:09:35,491 INFO Experiment.PerfCost-0454: Processed 7640 samples out of 10000, 0 errors
00:09:45,850 INFO Experiment.PerfCost-0454: Processed 7650 samples out of 10000, 0 errors
00:09:56,216 INFO Experiment.PerfCost-0454: Processed 7660 samples out of 10000, 0 errors
00:10:06,593 INFO Experiment.PerfCost-0454: Processed 7670 samples out of 10000, 0 errors
00:10:16,954 INFO Experiment.PerfCost-0454: Processed 7680 samples out of 10000, 0 errors
00:10:27,307 INFO Experiment.PerfCost-0454: Processed 7690 samples out of 10000, 0 errors
00:10:37,721 INFO Experiment.PerfCost-0454: Processed 7700 samples out of 10000, 0 errors
00:10:48,89 INFO Experiment.PerfCost-0454: Processed 7710 samples out of 10000, 0 errors
00:10:58,459 INFO Experiment.PerfCost-0454: Processed 7720 samples out of 10000, 0 errors
00:11:08,822 INFO Experiment.PerfCost-0454: Processed 7730 samples out of 10000, 0 errors
00:11:19,192 INFO Experiment.PerfCost-0454: Processed 7740 samples out of 10000, 0 errors
00:11:29,566 INFO Experiment.PerfCost-0454: Processed 7750 samples out of 10000, 0 errors
00:11:39,976 INFO Experiment.PerfCost-0454: Processed 7760 samples out of 10000, 0 errors
00:11:50,348 INFO Experiment.PerfCost-0454: Processed 7770 samples out of 10000, 0 errors
00:12:00,722 INFO Experiment.PerfCost-0454: Processed 7780 samples out of 10000, 0 errors
00:12:11,123 INFO Experiment.PerfCost-0454: Processed 7790 samples out of 10000, 0 errors
00:12:21,482 INFO Experiment.PerfCost-0454: Processed 7800 samples out of 10000, 0 errors
00:12:31,828 INFO Experiment.PerfCost-0454: Processed 7810 samples out of 10000, 0 errors
00:12:42,156 INFO Experiment.PerfCost-0454: Processed 7820 samples out of 10000, 0 errors
00:12:52,511 INFO Experiment.PerfCost-0454: Processed 7830 samples out of 10000, 0 errors
00:13:02,877 INFO Experiment.PerfCost-0454: Processed 7840 samples out of 10000, 0 errors
00:13:13,251 INFO Experiment.PerfCost-0454: Processed 7850 samples out of 10000, 0 errors
00:13:23,636 INFO Experiment.PerfCost-0454: Processed 7860 samples out of 10000, 0 errors
00:13:33,993 INFO Experiment.PerfCost-0454: Processed 7870 samples out of 10000, 0 errors
00:13:44,344 INFO Experiment.PerfCost-0454: Processed 7880 samples out of 10000, 0 errors
00:13:54,710 INFO Experiment.PerfCost-0454: Processed 7890 samples out of 10000, 0 errors
00:14:05,96 INFO Experiment.PerfCost-0454: Processed 7900 samples out of 10000, 0 errors
00:14:15,458 INFO Experiment.PerfCost-0454: Processed 7910 samples out of 10000, 0 errors
00:14:25,790 INFO Experiment.PerfCost-0454: Processed 7920 samples out of 10000, 0 errors
00:14:36,155 INFO Experiment.PerfCost-0454: Processed 7930 samples out of 10000, 0 errors
00:14:46,510 INFO Experiment.PerfCost-0454: Processed 7940 samples out of 10000, 0 errors
00:14:56,935 INFO Experiment.PerfCost-0454: Processed 7950 samples out of 10000, 0 errors
00:15:07,313 INFO Experiment.PerfCost-0454: Processed 7960 samples out of 10000, 0 errors
00:15:17,693 INFO Experiment.PerfCost-0454: Processed 7970 samples out of 10000, 0 errors
00:15:28,63 INFO Experiment.PerfCost-0454: Processed 7980 samples out of 10000, 0 errors
00:15:38,406 INFO Experiment.PerfCost-0454: Processed 7990 samples out of 10000, 0 errors
00:15:48,752 INFO Experiment.PerfCost-0454: Processed 8000 samples out of 10000, 0 errors
00:15:59,127 INFO Experiment.PerfCost-0454: Processed 8010 samples out of 10000, 0 errors
00:16:09,458 INFO Experiment.PerfCost-0454: Processed 8020 samples out of 10000, 0 errors
00:16:19,825 INFO Experiment.PerfCost-0454: Processed 8030 samples out of 10000, 0 errors
00:16:30,164 INFO Experiment.PerfCost-0454: Processed 8040 samples out of 10000, 0 errors
00:16:40,518 INFO Experiment.PerfCost-0454: Processed 8050 samples out of 10000, 0 errors
00:16:50,870 INFO Experiment.PerfCost-0454: Processed 8060 samples out of 10000, 0 errors
00:17:01,203 INFO Experiment.PerfCost-0454: Processed 8070 samples out of 10000, 0 errors
00:17:11,515 INFO Experiment.PerfCost-0454: Processed 8080 samples out of 10000, 0 errors
00:17:21,862 INFO Experiment.PerfCost-0454: Processed 8090 samples out of 10000, 0 errors
00:17:32,221 INFO Experiment.PerfCost-0454: Processed 8100 samples out of 10000, 0 errors
00:17:42,592 INFO Experiment.PerfCost-0454: Processed 8110 samples out of 10000, 0 errors
00:17:52,968 INFO Experiment.PerfCost-0454: Processed 8120 samples out of 10000, 0 errors
00:18:03,327 INFO Experiment.PerfCost-0454: Processed 8130 samples out of 10000, 0 errors
00:18:13,704 INFO Experiment.PerfCost-0454: Processed 8140 samples out of 10000, 0 errors
00:18:24,68 INFO Experiment.PerfCost-0454: Processed 8150 samples out of 10000, 0 errors
00:18:34,441 INFO Experiment.PerfCost-0454: Processed 8160 samples out of 10000, 0 errors
00:18:44,804 INFO Experiment.PerfCost-0454: Processed 8170 samples out of 10000, 0 errors
00:18:55,182 INFO Experiment.PerfCost-0454: Processed 8180 samples out of 10000, 0 errors
00:19:05,572 INFO Experiment.PerfCost-0454: Processed 8190 samples out of 10000, 0 errors
00:19:15,912 INFO Experiment.PerfCost-0454: Processed 8200 samples out of 10000, 0 errors
00:19:26,287 INFO Experiment.PerfCost-0454: Processed 8210 samples out of 10000, 0 errors
00:19:36,659 INFO Experiment.PerfCost-0454: Processed 8220 samples out of 10000, 0 errors
00:19:47,20 INFO Experiment.PerfCost-0454: Processed 8230 samples out of 10000, 0 errors
00:19:57,399 INFO Experiment.PerfCost-0454: Processed 8240 samples out of 10000, 0 errors
00:20:07,794 INFO Experiment.PerfCost-0454: Processed 8250 samples out of 10000, 0 errors
00:20:18,165 INFO Experiment.PerfCost-0454: Processed 8260 samples out of 10000, 0 errors
00:20:28,541 INFO Experiment.PerfCost-0454: Processed 8270 samples out of 10000, 0 errors
00:20:38,904 INFO Experiment.PerfCost-0454: Processed 8280 samples out of 10000, 0 errors
00:20:49,271 INFO Experiment.PerfCost-0454: Processed 8290 samples out of 10000, 0 errors
00:20:59,658 INFO Experiment.PerfCost-0454: Processed 8300 samples out of 10000, 0 errors
00:21:10,17 INFO Experiment.PerfCost-0454: Processed 8310 samples out of 10000, 0 errors
00:21:20,355 INFO Experiment.PerfCost-0454: Processed 8320 samples out of 10000, 0 errors
00:21:30,688 INFO Experiment.PerfCost-0454: Processed 8330 samples out of 10000, 0 errors
00:21:41,45 INFO Experiment.PerfCost-0454: Processed 8340 samples out of 10000, 0 errors
00:21:51,427 INFO Experiment.PerfCost-0454: Processed 8350 samples out of 10000, 0 errors
00:22:01,792 INFO Experiment.PerfCost-0454: Processed 8360 samples out of 10000, 0 errors
00:22:12,172 INFO Experiment.PerfCost-0454: Processed 8370 samples out of 10000, 0 errors
00:22:22,543 INFO Experiment.PerfCost-0454: Processed 8380 samples out of 10000, 0 errors
00:22:32,907 INFO Experiment.PerfCost-0454: Processed 8390 samples out of 10000, 0 errors
00:22:43,284 INFO Experiment.PerfCost-0454: Processed 8400 samples out of 10000, 0 errors
00:22:53,641 INFO Experiment.PerfCost-0454: Processed 8410 samples out of 10000, 0 errors
00:23:03,997 INFO Experiment.PerfCost-0454: Processed 8420 samples out of 10000, 0 errors
00:23:14,350 INFO Experiment.PerfCost-0454: Processed 8430 samples out of 10000, 0 errors
00:23:24,713 INFO Experiment.PerfCost-0454: Processed 8440 samples out of 10000, 0 errors
00:23:35,77 INFO Experiment.PerfCost-0454: Processed 8450 samples out of 10000, 0 errors
00:23:45,436 INFO Experiment.PerfCost-0454: Processed 8460 samples out of 10000, 0 errors
00:23:55,826 INFO Experiment.PerfCost-0454: Processed 8470 samples out of 10000, 0 errors
00:24:06,152 INFO Experiment.PerfCost-0454: Processed 8480 samples out of 10000, 0 errors
00:24:16,520 INFO Experiment.PerfCost-0454: Processed 8490 samples out of 10000, 0 errors
00:24:26,875 INFO Experiment.PerfCost-0454: Processed 8500 samples out of 10000, 0 errors
00:24:37,218 INFO Experiment.PerfCost-0454: Processed 8510 samples out of 10000, 0 errors
00:24:47,559 INFO Experiment.PerfCost-0454: Processed 8520 samples out of 10000, 0 errors
00:24:57,912 INFO Experiment.PerfCost-0454: Processed 8530 samples out of 10000, 0 errors
00:25:08,257 INFO Experiment.PerfCost-0454: Processed 8540 samples out of 10000, 0 errors
00:25:18,622 INFO Experiment.PerfCost-0454: Processed 8550 samples out of 10000, 0 errors
00:25:28,975 INFO Experiment.PerfCost-0454: Processed 8560 samples out of 10000, 0 errors
00:25:39,346 INFO Experiment.PerfCost-0454: Processed 8570 samples out of 10000, 0 errors
00:25:49,695 INFO Experiment.PerfCost-0454: Processed 8580 samples out of 10000, 0 errors
00:26:00,97 INFO Experiment.PerfCost-0454: Processed 8590 samples out of 10000, 0 errors
00:26:10,471 INFO Experiment.PerfCost-0454: Processed 8600 samples out of 10000, 0 errors
00:26:20,832 INFO Experiment.PerfCost-0454: Processed 8610 samples out of 10000, 0 errors
00:26:31,187 INFO Experiment.PerfCost-0454: Processed 8620 samples out of 10000, 0 errors
00:26:41,596 INFO Experiment.PerfCost-0454: Processed 8630 samples out of 10000, 0 errors
00:26:51,984 INFO Experiment.PerfCost-0454: Processed 8640 samples out of 10000, 0 errors
00:27:02,331 INFO Experiment.PerfCost-0454: Processed 8650 samples out of 10000, 0 errors
00:27:12,696 INFO Experiment.PerfCost-0454: Processed 8660 samples out of 10000, 0 errors
00:27:23,54 INFO Experiment.PerfCost-0454: Processed 8670 samples out of 10000, 0 errors
00:27:33,434 INFO Experiment.PerfCost-0454: Processed 8680 samples out of 10000, 0 errors
00:27:43,802 INFO Experiment.PerfCost-0454: Processed 8690 samples out of 10000, 0 errors
00:27:54,170 INFO Experiment.PerfCost-0454: Processed 8700 samples out of 10000, 0 errors
00:28:04,544 INFO Experiment.PerfCost-0454: Processed 8710 samples out of 10000, 0 errors
00:28:14,885 INFO Experiment.PerfCost-0454: Processed 8720 samples out of 10000, 0 errors
00:28:25,247 INFO Experiment.PerfCost-0454: Processed 8730 samples out of 10000, 0 errors
00:28:35,612 INFO Experiment.PerfCost-0454: Processed 8740 samples out of 10000, 0 errors
00:28:45,944 INFO Experiment.PerfCost-0454: Processed 8750 samples out of 10000, 0 errors
00:28:56,337 INFO Experiment.PerfCost-0454: Processed 8760 samples out of 10000, 0 errors
00:29:06,709 INFO Experiment.PerfCost-0454: Processed 8770 samples out of 10000, 0 errors
00:29:17,52 INFO Experiment.PerfCost-0454: Processed 8780 samples out of 10000, 0 errors
