08:49:43,838 INFO SeBS-250d: Created experiment output at /home/anou/msc-thesis/task-based-experiment/experiment-results/python/non-instrumented/310.compression
08:49:44,161 INFO OpenWhisk.Resources-688c: Using user-provided configuration of storage for OpenWhisk.
08:49:44,161 INFO OpenWhisk-9b91: Using existing resource name: fd5e1ae0.
08:49:44,271 INFO Benchmark-d0bb: Using cached benchmark 310.compression at /home/anou/msc-thesis/task-based-experiment/cache/310.compression/openwhisk/python/3.7/310.compression.zip
08:49:44,271 INFO OpenWhisk-9b91: Using cached function 310.compression-python-3.7 in /home/anou/msc-thesis/task-based-experiment/cache/310.compression/openwhisk/python/3.7/310.compression.zip
08:49:44,290 INFO OpenWhisk-9b91: Cached function 310.compression-python-3.7 is up to date.
08:49:44,755 INFO Experiment.PerfCost-8164: Begin experiment on memory size 256
08:49:44,756 INFO OpenWhisk-9b91: Update an existing OpenWhisk action 310.compression-python-3.7.
08:49:45,16 INFO Experiment.PerfCost-8164: Begin warm experiments
10:53:16,510 INFO Experiment.PerfCost-8164: Processed 5770 samples out of 10000, 0 errors
10:53:29,310 INFO Experiment.PerfCost-8164: Processed 5780 samples out of 10000, 0 errors
10:53:42,174 INFO Experiment.PerfCost-8164: Processed 5790 samples out of 10000, 0 errors
10:53:55,18 INFO Experiment.PerfCost-8164: Processed 5800 samples out of 10000, 0 errors
10:54:07,694 INFO Experiment.PerfCost-8164: Processed 5810 samples out of 10000, 0 errors
10:54:20,447 INFO Experiment.PerfCost-8164: Processed 5820 samples out of 10000, 0 errors
10:54:33,221 INFO Experiment.PerfCost-8164: Processed 5830 samples out of 10000, 0 errors
10:54:46,68 INFO Experiment.PerfCost-8164: Processed 5840 samples out of 10000, 0 errors
10:54:58,943 INFO Experiment.PerfCost-8164: Processed 5850 samples out of 10000, 0 errors
10:55:11,761 INFO Experiment.PerfCost-8164: Processed 5860 samples out of 10000, 0 errors
10:55:24,591 INFO Experiment.PerfCost-8164: Processed 5870 samples out of 10000, 0 errors
10:55:37,423 INFO Experiment.PerfCost-8164: Processed 5880 samples out of 10000, 0 errors
10:55:50,151 INFO Experiment.PerfCost-8164: Processed 5890 samples out of 10000, 0 errors
10:56:03,17 INFO Experiment.PerfCost-8164: Processed 5900 samples out of 10000, 0 errors
10:56:15,818 INFO Experiment.PerfCost-8164: Processed 5910 samples out of 10000, 0 errors
10:56:28,577 INFO Experiment.PerfCost-8164: Processed 5920 samples out of 10000, 0 errors
10:56:41,444 INFO Experiment.PerfCost-8164: Processed 5930 samples out of 10000, 0 errors
10:56:54,236 INFO Experiment.PerfCost-8164: Processed 5940 samples out of 10000, 0 errors
10:57:07,210 INFO Experiment.PerfCost-8164: Processed 5950 samples out of 10000, 0 errors
10:57:20,45 INFO Experiment.PerfCost-8164: Processed 5960 samples out of 10000, 0 errors
10:57:32,879 INFO Experiment.PerfCost-8164: Processed 5970 samples out of 10000, 0 errors
10:57:45,693 INFO Experiment.PerfCost-8164: Processed 5980 samples out of 10000, 0 errors
10:57:58,613 INFO Experiment.PerfCost-8164: Processed 5990 samples out of 10000, 0 errors
10:58:11,469 INFO Experiment.PerfCost-8164: Processed 6000 samples out of 10000, 0 errors
10:58:24,354 INFO Experiment.PerfCost-8164: Processed 6010 samples out of 10000, 0 errors
10:58:37,245 INFO Experiment.PerfCost-8164: Processed 6020 samples out of 10000, 0 errors
10:58:50,5 INFO Experiment.PerfCost-8164: Processed 6030 samples out of 10000, 0 errors
10:59:02,819 INFO Experiment.PerfCost-8164: Processed 6040 samples out of 10000, 0 errors
10:59:15,699 INFO Experiment.PerfCost-8164: Processed 6050 samples out of 10000, 0 errors
10:59:28,488 INFO Experiment.PerfCost-8164: Processed 6060 samples out of 10000, 0 errors
10:59:41,269 INFO Experiment.PerfCost-8164: Processed 6070 samples out of 10000, 0 errors
10:59:54,74 INFO Experiment.PerfCost-8164: Processed 6080 samples out of 10000, 0 errors
11:00:06,890 INFO Experiment.PerfCost-8164: Processed 6090 samples out of 10000, 0 errors
11:00:19,658 INFO Experiment.PerfCost-8164: Processed 6100 samples out of 10000, 0 errors
11:00:32,498 INFO Experiment.PerfCost-8164: Processed 6110 samples out of 10000, 0 errors
11:00:45,310 INFO Experiment.PerfCost-8164: Processed 6120 samples out of 10000, 0 errors
11:00:58,150 INFO Experiment.PerfCost-8164: Processed 6130 samples out of 10000, 0 errors
11:01:10,909 INFO Experiment.PerfCost-8164: Processed 6140 samples out of 10000, 0 errors
11:01:23,775 INFO Experiment.PerfCost-8164: Processed 6150 samples out of 10000, 0 errors
11:01:36,669 INFO Experiment.PerfCost-8164: Processed 6160 samples out of 10000, 0 errors
11:01:49,408 INFO Experiment.PerfCost-8164: Processed 6170 samples out of 10000, 0 errors
11:02:02,320 INFO Experiment.PerfCost-8164: Processed 6180 samples out of 10000, 0 errors
11:02:15,123 INFO Experiment.PerfCost-8164: Processed 6190 samples out of 10000, 0 errors
11:02:27,948 INFO Experiment.PerfCost-8164: Processed 6200 samples out of 10000, 0 errors
11:02:40,725 INFO Experiment.PerfCost-8164: Processed 6210 samples out of 10000, 0 errors
11:02:53,565 INFO Experiment.PerfCost-8164: Processed 6220 samples out of 10000, 0 errors
11:03:06,359 INFO Experiment.PerfCost-8164: Processed 6230 samples out of 10000, 0 errors
11:03:19,226 INFO Experiment.PerfCost-8164: Processed 6240 samples out of 10000, 0 errors
11:03:32,128 INFO Experiment.PerfCost-8164: Processed 6250 samples out of 10000, 0 errors
11:03:44,930 INFO Experiment.PerfCost-8164: Processed 6260 samples out of 10000, 0 errors
11:03:57,724 INFO Experiment.PerfCost-8164: Processed 6270 samples out of 10000, 0 errors
11:04:10,451 INFO Experiment.PerfCost-8164: Processed 6280 samples out of 10000, 0 errors
11:04:23,293 INFO Experiment.PerfCost-8164: Processed 6290 samples out of 10000, 0 errors
11:04:36,173 INFO Experiment.PerfCost-8164: Processed 6300 samples out of 10000, 0 errors
11:04:48,994 INFO Experiment.PerfCost-8164: Processed 6310 samples out of 10000, 0 errors
11:05:01,903 INFO Experiment.PerfCost-8164: Processed 6320 samples out of 10000, 0 errors
11:05:14,812 INFO Experiment.PerfCost-8164: Processed 6330 samples out of 10000, 0 errors
11:05:27,673 INFO Experiment.PerfCost-8164: Processed 6340 samples out of 10000, 0 errors
11:05:40,530 INFO Experiment.PerfCost-8164: Processed 6350 samples out of 10000, 0 errors
11:05:53,420 INFO Experiment.PerfCost-8164: Processed 6360 samples out of 10000, 0 errors
11:06:06,232 INFO Experiment.PerfCost-8164: Processed 6370 samples out of 10000, 0 errors
11:06:18,971 INFO Experiment.PerfCost-8164: Processed 6380 samples out of 10000, 0 errors
11:06:31,808 INFO Experiment.PerfCost-8164: Processed 6390 samples out of 10000, 0 errors
11:06:44,584 INFO Experiment.PerfCost-8164: Processed 6400 samples out of 10000, 0 errors
11:06:57,433 INFO Experiment.PerfCost-8164: Processed 6410 samples out of 10000, 0 errors
11:07:10,257 INFO Experiment.PerfCost-8164: Processed 6420 samples out of 10000, 0 errors
11:07:23,122 INFO Experiment.PerfCost-8164: Processed 6430 samples out of 10000, 0 errors
11:07:35,939 INFO Experiment.PerfCost-8164: Processed 6440 samples out of 10000, 0 errors
11:07:48,665 INFO Experiment.PerfCost-8164: Processed 6450 samples out of 10000, 0 errors
11:08:01,493 INFO Experiment.PerfCost-8164: Processed 6460 samples out of 10000, 0 errors
11:08:14,232 INFO Experiment.PerfCost-8164: Processed 6470 samples out of 10000, 0 errors
11:08:27,147 INFO Experiment.PerfCost-8164: Processed 6480 samples out of 10000, 0 errors
11:08:40,26 INFO Experiment.PerfCost-8164: Processed 6490 samples out of 10000, 0 errors
11:08:52,817 INFO Experiment.PerfCost-8164: Processed 6500 samples out of 10000, 0 errors
11:09:05,700 INFO Experiment.PerfCost-8164: Processed 6510 samples out of 10000, 0 errors
11:09:18,579 INFO Experiment.PerfCost-8164: Processed 6520 samples out of 10000, 0 errors
11:09:31,372 INFO Experiment.PerfCost-8164: Processed 6530 samples out of 10000, 0 errors
11:09:44,228 INFO Experiment.PerfCost-8164: Processed 6540 samples out of 10000, 0 errors
11:09:57,95 INFO Experiment.PerfCost-8164: Processed 6550 samples out of 10000, 0 errors
11:10:09,897 INFO Experiment.PerfCost-8164: Processed 6560 samples out of 10000, 0 errors
11:10:22,776 INFO Experiment.PerfCost-8164: Processed 6570 samples out of 10000, 0 errors
11:10:35,744 INFO Experiment.PerfCost-8164: Processed 6580 samples out of 10000, 0 errors
11:10:48,620 INFO Experiment.PerfCost-8164: Processed 6590 samples out of 10000, 0 errors
11:11:01,430 INFO Experiment.PerfCost-8164: Processed 6600 samples out of 10000, 0 errors
11:11:14,229 INFO Experiment.PerfCost-8164: Processed 6610 samples out of 10000, 0 errors
11:11:27,70 INFO Experiment.PerfCost-8164: Processed 6620 samples out of 10000, 0 errors
11:11:39,882 INFO Experiment.PerfCost-8164: Processed 6630 samples out of 10000, 0 errors
11:11:52,706 INFO Experiment.PerfCost-8164: Processed 6640 samples out of 10000, 0 errors
11:12:05,519 INFO Experiment.PerfCost-8164: Processed 6650 samples out of 10000, 0 errors
11:12:18,432 INFO Experiment.PerfCost-8164: Processed 6660 samples out of 10000, 0 errors
11:12:31,274 INFO Experiment.PerfCost-8164: Processed 6670 samples out of 10000, 0 errors
11:12:44,244 INFO Experiment.PerfCost-8164: Processed 6680 samples out of 10000, 0 errors
11:12:57,127 INFO Experiment.PerfCost-8164: Processed 6690 samples out of 10000, 0 errors
11:13:09,886 INFO Experiment.PerfCost-8164: Processed 6700 samples out of 10000, 0 errors
11:13:22,717 INFO Experiment.PerfCost-8164: Processed 6710 samples out of 10000, 0 errors
11:13:35,677 INFO Experiment.PerfCost-8164: Processed 6720 samples out of 10000, 0 errors
11:13:48,566 INFO Experiment.PerfCost-8164: Processed 6730 samples out of 10000, 0 errors
11:14:01,382 INFO Experiment.PerfCost-8164: Processed 6740 samples out of 10000, 0 errors
11:14:14,331 INFO Experiment.PerfCost-8164: Processed 6750 samples out of 10000, 0 errors
11:14:27,175 INFO Experiment.PerfCost-8164: Processed 6760 samples out of 10000, 0 errors
11:14:39,978 INFO Experiment.PerfCost-8164: Processed 6770 samples out of 10000, 0 errors
11:14:52,898 INFO Experiment.PerfCost-8164: Processed 6780 samples out of 10000, 0 errors
11:15:05,778 INFO Experiment.PerfCost-8164: Processed 6790 samples out of 10000, 0 errors
11:15:18,655 INFO Experiment.PerfCost-8164: Processed 6800 samples out of 10000, 0 errors
11:15:31,485 INFO Experiment.PerfCost-8164: Processed 6810 samples out of 10000, 0 errors
11:15:44,291 INFO Experiment.PerfCost-8164: Processed 6820 samples out of 10000, 0 errors
11:15:57,115 INFO Experiment.PerfCost-8164: Processed 6830 samples out of 10000, 0 errors
11:16:10,4 INFO Experiment.PerfCost-8164: Processed 6840 samples out of 10000, 0 errors
11:16:23,2 INFO Experiment.PerfCost-8164: Processed 6850 samples out of 10000, 0 errors
11:16:35,763 INFO Experiment.PerfCost-8164: Processed 6860 samples out of 10000, 0 errors
11:16:48,582 INFO Experiment.PerfCost-8164: Processed 6870 samples out of 10000, 0 errors
11:17:01,392 INFO Experiment.PerfCost-8164: Processed 6880 samples out of 10000, 0 errors
11:17:14,202 INFO Experiment.PerfCost-8164: Processed 6890 samples out of 10000, 0 errors
11:17:27,28 INFO Experiment.PerfCost-8164: Processed 6900 samples out of 10000, 0 errors
11:17:39,779 INFO Experiment.PerfCost-8164: Processed 6910 samples out of 10000, 0 errors
11:17:52,626 INFO Experiment.PerfCost-8164: Processed 6920 samples out of 10000, 0 errors
11:18:05,467 INFO Experiment.PerfCost-8164: Processed 6930 samples out of 10000, 0 errors
11:18:18,398 INFO Experiment.PerfCost-8164: Processed 6940 samples out of 10000, 0 errors
11:18:31,297 INFO Experiment.PerfCost-8164: Processed 6950 samples out of 10000, 0 errors
11:18:44,144 INFO Experiment.PerfCost-8164: Processed 6960 samples out of 10000, 0 errors
11:18:56,975 INFO Experiment.PerfCost-8164: Processed 6970 samples out of 10000, 0 errors
11:19:09,760 INFO Experiment.PerfCost-8164: Processed 6980 samples out of 10000, 0 errors
11:19:22,689 INFO Experiment.PerfCost-8164: Processed 6990 samples out of 10000, 0 errors
11:19:35,533 INFO Experiment.PerfCost-8164: Processed 7000 samples out of 10000, 0 errors
11:19:48,346 INFO Experiment.PerfCost-8164: Processed 7010 samples out of 10000, 0 errors
11:20:01,248 INFO Experiment.PerfCost-8164: Processed 7020 samples out of 10000, 0 errors
11:20:14,22 INFO Experiment.PerfCost-8164: Processed 7030 samples out of 10000, 0 errors
11:20:26,794 INFO Experiment.PerfCost-8164: Processed 7040 samples out of 10000, 0 errors
11:20:39,675 INFO Experiment.PerfCost-8164: Processed 7050 samples out of 10000, 0 errors
11:20:52,569 INFO Experiment.PerfCost-8164: Processed 7060 samples out of 10000, 0 errors
11:21:05,401 INFO Experiment.PerfCost-8164: Processed 7070 samples out of 10000, 0 errors
11:21:18,320 INFO Experiment.PerfCost-8164: Processed 7080 samples out of 10000, 0 errors
11:21:31,211 INFO Experiment.PerfCost-8164: Processed 7090 samples out of 10000, 0 errors
11:21:44,120 INFO Experiment.PerfCost-8164: Processed 7100 samples out of 10000, 0 errors
11:21:56,944 INFO Experiment.PerfCost-8164: Processed 7110 samples out of 10000, 0 errors
11:22:09,739 INFO Experiment.PerfCost-8164: Processed 7120 samples out of 10000, 0 errors
11:22:22,694 INFO Experiment.PerfCost-8164: Processed 7130 samples out of 10000, 0 errors
11:22:35,526 INFO Experiment.PerfCost-8164: Processed 7140 samples out of 10000, 0 errors
11:22:48,381 INFO Experiment.PerfCost-8164: Processed 7150 samples out of 10000, 0 errors
11:23:01,203 INFO Experiment.PerfCost-8164: Processed 7160 samples out of 10000, 0 errors
11:23:14,109 INFO Experiment.PerfCost-8164: Processed 7170 samples out of 10000, 0 errors
11:23:26,925 INFO Experiment.PerfCost-8164: Processed 7180 samples out of 10000, 0 errors
11:23:39,573 INFO Experiment.PerfCost-8164: Processed 7190 samples out of 10000, 0 errors
11:23:52,492 INFO Experiment.PerfCost-8164: Processed 7200 samples out of 10000, 0 errors
11:24:05,429 INFO Experiment.PerfCost-8164: Processed 7210 samples out of 10000, 0 errors
11:24:18,305 INFO Experiment.PerfCost-8164: Processed 7220 samples out of 10000, 0 errors
11:24:31,124 INFO Experiment.PerfCost-8164: Processed 7230 samples out of 10000, 0 errors
11:24:43,906 INFO Experiment.PerfCost-8164: Processed 7240 samples out of 10000, 0 errors
11:24:56,859 INFO Experiment.PerfCost-8164: Processed 7250 samples out of 10000, 0 errors
11:25:09,652 INFO Experiment.PerfCost-8164: Processed 7260 samples out of 10000, 0 errors
11:25:22,583 INFO Experiment.PerfCost-8164: Processed 7270 samples out of 10000, 0 errors
11:25:35,396 INFO Experiment.PerfCost-8164: Processed 7280 samples out of 10000, 0 errors
11:25:48,308 INFO Experiment.PerfCost-8164: Processed 7290 samples out of 10000, 0 errors
11:26:01,75 INFO Experiment.PerfCost-8164: Processed 7300 samples out of 10000, 0 errors
11:26:13,891 INFO Experiment.PerfCost-8164: Processed 7310 samples out of 10000, 0 errors
11:26:26,842 INFO Experiment.PerfCost-8164: Processed 7320 samples out of 10000, 0 errors
11:26:39,699 INFO Experiment.PerfCost-8164: Processed 7330 samples out of 10000, 0 errors
11:26:52,508 INFO Experiment.PerfCost-8164: Processed 7340 samples out of 10000, 0 errors
11:27:05,404 INFO Experiment.PerfCost-8164: Processed 7350 samples out of 10000, 0 errors
11:27:18,316 INFO Experiment.PerfCost-8164: Processed 7360 samples out of 10000, 0 errors
11:27:31,106 INFO Experiment.PerfCost-8164: Processed 7370 samples out of 10000, 0 errors
11:27:43,957 INFO Experiment.PerfCost-8164: Processed 7380 samples out of 10000, 0 errors
11:27:56,816 INFO Experiment.PerfCost-8164: Processed 7390 samples out of 10000, 0 errors
11:28:09,680 INFO Experiment.PerfCost-8164: Processed 7400 samples out of 10000, 0 errors
11:28:22,650 INFO Experiment.PerfCost-8164: Processed 7410 samples out of 10000, 0 errors
11:28:35,476 INFO Experiment.PerfCost-8164: Processed 7420 samples out of 10000, 0 errors
11:28:48,390 INFO Experiment.PerfCost-8164: Processed 7430 samples out of 10000, 0 errors
11:29:01,195 INFO Experiment.PerfCost-8164: Processed 7440 samples out of 10000, 0 errors
11:29:14,51 INFO Experiment.PerfCost-8164: Processed 7450 samples out of 10000, 0 errors
11:29:27,1 INFO Experiment.PerfCost-8164: Processed 7460 samples out of 10000, 0 errors
11:29:39,823 INFO Experiment.PerfCost-8164: Processed 7470 samples out of 10000, 0 errors
11:29:52,680 INFO Experiment.PerfCost-8164: Processed 7480 samples out of 10000, 0 errors
11:30:05,450 INFO Experiment.PerfCost-8164: Processed 7490 samples out of 10000, 0 errors
11:30:18,411 INFO Experiment.PerfCost-8164: Processed 7500 samples out of 10000, 0 errors
11:30:31,172 INFO Experiment.PerfCost-8164: Processed 7510 samples out of 10000, 0 errors
11:30:43,977 INFO Experiment.PerfCost-8164: Processed 7520 samples out of 10000, 0 errors
11:30:56,909 INFO Experiment.PerfCost-8164: Processed 7530 samples out of 10000, 0 errors
11:31:09,705 INFO Experiment.PerfCost-8164: Processed 7540 samples out of 10000, 0 errors
11:31:22,601 INFO Experiment.PerfCost-8164: Processed 7550 samples out of 10000, 0 errors
11:31:35,483 INFO Experiment.PerfCost-8164: Processed 7560 samples out of 10000, 0 errors
11:31:48,526 INFO Experiment.PerfCost-8164: Processed 7570 samples out of 10000, 0 errors
11:32:01,293 INFO Experiment.PerfCost-8164: Processed 7580 samples out of 10000, 0 errors
11:32:14,238 INFO Experiment.PerfCost-8164: Processed 7590 samples out of 10000, 0 errors
11:32:27,136 INFO Experiment.PerfCost-8164: Processed 7600 samples out of 10000, 0 errors
11:32:39,954 INFO Experiment.PerfCost-8164: Processed 7610 samples out of 10000, 0 errors
11:32:52,847 INFO Experiment.PerfCost-8164: Processed 7620 samples out of 10000, 0 errors
11:33:05,757 INFO Experiment.PerfCost-8164: Processed 7630 samples out of 10000, 0 errors
11:33:18,598 INFO Experiment.PerfCost-8164: Processed 7640 samples out of 10000, 0 errors
11:33:31,450 INFO Experiment.PerfCost-8164: Processed 7650 samples out of 10000, 0 errors
11:33:44,288 INFO Experiment.PerfCost-8164: Processed 7660 samples out of 10000, 0 errors
11:33:57,140 INFO Experiment.PerfCost-8164: Processed 7670 samples out of 10000, 0 errors
11:34:09,962 INFO Experiment.PerfCost-8164: Processed 7680 samples out of 10000, 0 errors
11:34:22,845 INFO Experiment.PerfCost-8164: Processed 7690 samples out of 10000, 0 errors
11:34:35,778 INFO Experiment.PerfCost-8164: Processed 7700 samples out of 10000, 0 errors
11:34:48,653 INFO Experiment.PerfCost-8164: Processed 7710 samples out of 10000, 0 errors
11:35:01,484 INFO Experiment.PerfCost-8164: Processed 7720 samples out of 10000, 0 errors
11:35:14,361 INFO Experiment.PerfCost-8164: Processed 7730 samples out of 10000, 0 errors
11:35:27,163 INFO Experiment.PerfCost-8164: Processed 7740 samples out of 10000, 0 errors
11:35:39,958 INFO Experiment.PerfCost-8164: Processed 7750 samples out of 10000, 0 errors
11:35:52,858 INFO Experiment.PerfCost-8164: Processed 7760 samples out of 10000, 0 errors
11:36:05,747 INFO Experiment.PerfCost-8164: Processed 7770 samples out of 10000, 0 errors
11:36:18,583 INFO Experiment.PerfCost-8164: Processed 7780 samples out of 10000, 0 errors
11:36:31,515 INFO Experiment.PerfCost-8164: Processed 7790 samples out of 10000, 0 errors
11:36:44,369 INFO Experiment.PerfCost-8164: Processed 7800 samples out of 10000, 0 errors
11:36:57,216 INFO Experiment.PerfCost-8164: Processed 7810 samples out of 10000, 0 errors
11:37:09,989 INFO Experiment.PerfCost-8164: Processed 7820 samples out of 10000, 0 errors
11:37:22,852 INFO Experiment.PerfCost-8164: Processed 7830 samples out of 10000, 0 errors
11:37:35,705 INFO Experiment.PerfCost-8164: Processed 7840 samples out of 10000, 0 errors
11:37:48,553 INFO Experiment.PerfCost-8164: Processed 7850 samples out of 10000, 0 errors
11:38:01,401 INFO Experiment.PerfCost-8164: Processed 7860 samples out of 10000, 0 errors
11:38:14,344 INFO Experiment.PerfCost-8164: Processed 7870 samples out of 10000, 0 errors
11:38:27,277 INFO Experiment.PerfCost-8164: Processed 7880 samples out of 10000, 0 errors
11:38:40,56 INFO Experiment.PerfCost-8164: Processed 7890 samples out of 10000, 0 errors
11:38:52,908 INFO Experiment.PerfCost-8164: Processed 7900 samples out of 10000, 0 errors
11:39:05,867 INFO Experiment.PerfCost-8164: Processed 7910 samples out of 10000, 0 errors
11:39:18,656 INFO Experiment.PerfCost-8164: Processed 7920 samples out of 10000, 0 errors
11:39:31,415 INFO Experiment.PerfCost-8164: Processed 7930 samples out of 10000, 0 errors
11:39:44,329 INFO Experiment.PerfCost-8164: Processed 7940 samples out of 10000, 0 errors
11:39:57,223 INFO Experiment.PerfCost-8164: Processed 7950 samples out of 10000, 0 errors
11:40:10,9 INFO Experiment.PerfCost-8164: Processed 7960 samples out of 10000, 0 errors
11:40:22,813 INFO Experiment.PerfCost-8164: Processed 7970 samples out of 10000, 0 errors
11:40:35,650 INFO Experiment.PerfCost-8164: Processed 7980 samples out of 10000, 0 errors
11:40:48,439 INFO Experiment.PerfCost-8164: Processed 7990 samples out of 10000, 0 errors
11:41:01,311 INFO Experiment.PerfCost-8164: Processed 8000 samples out of 10000, 0 errors
11:41:14,207 INFO Experiment.PerfCost-8164: Processed 8010 samples out of 10000, 0 errors
11:41:26,969 INFO Experiment.PerfCost-8164: Processed 8020 samples out of 10000, 0 errors
11:41:39,690 INFO Experiment.PerfCost-8164: Processed 8030 samples out of 10000, 0 errors
11:41:52,567 INFO Experiment.PerfCost-8164: Processed 8040 samples out of 10000, 0 errors
11:42:05,473 INFO Experiment.PerfCost-8164: Processed 8050 samples out of 10000, 0 errors
11:42:18,377 INFO Experiment.PerfCost-8164: Processed 8060 samples out of 10000, 0 errors
11:42:31,206 INFO Experiment.PerfCost-8164: Processed 8070 samples out of 10000, 0 errors
11:42:44,85 INFO Experiment.PerfCost-8164: Processed 8080 samples out of 10000, 0 errors
11:42:56,918 INFO Experiment.PerfCost-8164: Processed 8090 samples out of 10000, 0 errors
11:43:09,724 INFO Experiment.PerfCost-8164: Processed 8100 samples out of 10000, 0 errors
11:43:22,560 INFO Experiment.PerfCost-8164: Processed 8110 samples out of 10000, 0 errors
11:43:35,403 INFO Experiment.PerfCost-8164: Processed 8120 samples out of 10000, 0 errors
11:43:48,166 INFO Experiment.PerfCost-8164: Processed 8130 samples out of 10000, 0 errors
11:44:01,36 INFO Experiment.PerfCost-8164: Processed 8140 samples out of 10000, 0 errors
11:44:13,891 INFO Experiment.PerfCost-8164: Processed 8150 samples out of 10000, 0 errors
11:44:26,708 INFO Experiment.PerfCost-8164: Processed 8160 samples out of 10000, 0 errors
11:44:39,511 INFO Experiment.PerfCost-8164: Processed 8170 samples out of 10000, 0 errors
11:44:52,464 INFO Experiment.PerfCost-8164: Processed 8180 samples out of 10000, 0 errors
11:45:05,290 INFO Experiment.PerfCost-8164: Processed 8190 samples out of 10000, 0 errors
11:45:18,138 INFO Experiment.PerfCost-8164: Processed 8200 samples out of 10000, 0 errors
11:45:30,982 INFO Experiment.PerfCost-8164: Processed 8210 samples out of 10000, 0 errors
11:45:43,826 INFO Experiment.PerfCost-8164: Processed 8220 samples out of 10000, 0 errors
11:45:56,661 INFO Experiment.PerfCost-8164: Processed 8230 samples out of 10000, 0 errors
11:46:09,514 INFO Experiment.PerfCost-8164: Processed 8240 samples out of 10000, 0 errors
11:46:22,367 INFO Experiment.PerfCost-8164: Processed 8250 samples out of 10000, 0 errors
11:46:35,240 INFO Experiment.PerfCost-8164: Processed 8260 samples out of 10000, 0 errors
11:46:48,133 INFO Experiment.PerfCost-8164: Processed 8270 samples out of 10000, 0 errors
11:47:00,931 INFO Experiment.PerfCost-8164: Processed 8280 samples out of 10000, 0 errors
11:47:13,764 INFO Experiment.PerfCost-8164: Processed 8290 samples out of 10000, 0 errors
11:47:26,670 INFO Experiment.PerfCost-8164: Processed 8300 samples out of 10000, 0 errors
11:47:39,506 INFO Experiment.PerfCost-8164: Processed 8310 samples out of 10000, 0 errors
11:47:52,386 INFO Experiment.PerfCost-8164: Processed 8320 samples out of 10000, 0 errors
11:48:05,279 INFO Experiment.PerfCost-8164: Processed 8330 samples out of 10000, 0 errors
11:48:18,74 INFO Experiment.PerfCost-8164: Processed 8340 samples out of 10000, 0 errors
11:48:30,824 INFO Experiment.PerfCost-8164: Processed 8350 samples out of 10000, 0 errors
11:48:43,581 INFO Experiment.PerfCost-8164: Processed 8360 samples out of 10000, 0 errors
11:48:56,450 INFO Experiment.PerfCost-8164: Processed 8370 samples out of 10000, 0 errors
11:49:09,347 INFO Experiment.PerfCost-8164: Processed 8380 samples out of 10000, 0 errors
11:49:22,212 INFO Experiment.PerfCost-8164: Processed 8390 samples out of 10000, 0 errors
11:49:35,26 INFO Experiment.PerfCost-8164: Processed 8400 samples out of 10000, 0 errors
11:49:47,953 INFO Experiment.PerfCost-8164: Processed 8410 samples out of 10000, 0 errors
11:50:00,741 INFO Experiment.PerfCost-8164: Processed 8420 samples out of 10000, 0 errors
11:50:13,638 INFO Experiment.PerfCost-8164: Processed 8430 samples out of 10000, 0 errors
11:50:26,464 INFO Experiment.PerfCost-8164: Processed 8440 samples out of 10000, 0 errors
11:50:39,353 INFO Experiment.PerfCost-8164: Processed 8450 samples out of 10000, 0 errors
11:50:52,184 INFO Experiment.PerfCost-8164: Processed 8460 samples out of 10000, 0 errors
11:51:05,24 INFO Experiment.PerfCost-8164: Processed 8470 samples out of 10000, 0 errors
11:51:17,831 INFO Experiment.PerfCost-8164: Processed 8480 samples out of 10000, 0 errors
11:51:30,636 INFO Experiment.PerfCost-8164: Processed 8490 samples out of 10000, 0 errors
11:51:43,537 INFO Experiment.PerfCost-8164: Processed 8500 samples out of 10000, 0 errors
11:51:56,437 INFO Experiment.PerfCost-8164: Processed 8510 samples out of 10000, 0 errors
11:52:09,265 INFO Experiment.PerfCost-8164: Processed 8520 samples out of 10000, 0 errors
11:52:22,135 INFO Experiment.PerfCost-8164: Processed 8530 samples out of 10000, 0 errors
11:52:34,977 INFO Experiment.PerfCost-8164: Processed 8540 samples out of 10000, 0 errors
11:52:47,874 INFO Experiment.PerfCost-8164: Processed 8550 samples out of 10000, 0 errors
11:53:00,568 INFO Experiment.PerfCost-8164: Processed 8560 samples out of 10000, 0 errors
11:53:13,410 INFO Experiment.PerfCost-8164: Processed 8570 samples out of 10000, 0 errors
11:53:26,293 INFO Experiment.PerfCost-8164: Processed 8580 samples out of 10000, 0 errors
11:53:39,95 INFO Experiment.PerfCost-8164: Processed 8590 samples out of 10000, 0 errors
11:53:51,964 INFO Experiment.PerfCost-8164: Processed 8600 samples out of 10000, 0 errors
11:54:04,776 INFO Experiment.PerfCost-8164: Processed 8610 samples out of 10000, 0 errors
11:54:17,665 INFO Experiment.PerfCost-8164: Processed 8620 samples out of 10000, 0 errors
11:54:30,497 INFO Experiment.PerfCost-8164: Processed 8630 samples out of 10000, 0 errors
11:54:43,386 INFO Experiment.PerfCost-8164: Processed 8640 samples out of 10000, 0 errors
11:54:56,338 INFO Experiment.PerfCost-8164: Processed 8650 samples out of 10000, 0 errors
11:55:09,172 INFO Experiment.PerfCost-8164: Processed 8660 samples out of 10000, 0 errors
11:55:21,986 INFO Experiment.PerfCost-8164: Processed 8670 samples out of 10000, 0 errors
11:55:34,790 INFO Experiment.PerfCost-8164: Processed 8680 samples out of 10000, 0 errors
11:55:47,645 INFO Experiment.PerfCost-8164: Processed 8690 samples out of 10000, 0 errors
